"Id";"activitydate";"TotalSteps";"TotalDistance";"VeryActiveDistance";"MediumActiveDistance";"SedentaryActiveDistance";"VeryActiveMinutes";"MediumActiveMinutes";"SedentaryMinutes";"Calories"
1503960366.0;"2016-05-06";12159;8.02999973297119;1.97000002861023;6.05999994277954;0;24;295;754;1896
1503960366.0;"2016-05-07";11992;7.71000003814697;2.46000003814697;5.25;0;37;221;833;1821
1503960366.0;"2016-05-08";10060;6.57999992370605;3.52999997138977;3.050000011920933;0;44;211;574;1740
1503960366.0;"2016-05-09";12022;7.71999979019165;3.45000004768372;4.269999980926511;0;46;217;835;1819
1503960366.0;"2016-05-10";12207;7.76999998092651;3.34999990463257;4.41999995708466;0;46;245;746;1859
1503960366.0;"2016-05-11";12770;8.13000011444092;2.55999994277954;5.56000018119812;0;36;274;669;1783
1503960366.0;"2016-05-12";0;0.0;0.0;0.0;0;0;0;1440;0
1624580081.0;"2016-04-12";8163;5.30999994277954;0.0;5.30999994277954;0;0;146;1294;1432
1624580081.0;"2016-04-13";7007;4.55000019073486;0.0;4.55000019073486;0;0;148;1292;1411
1624580081.0;"2016-04-14";9107;5.92000007629395;0.0;5.90999984741211;0;0;236;1204;1572
1624580081.0;"2016-04-15";1510;0.980000019073486;0.0;0.970000028610229;0;0;96;1344;1344
1624580081.0;"2016-04-16";5370;3.49000000953674;0.0;3.49000000953674;0;0;176;1264;1463
1624580081.0;"2016-04-17";6175;4.05999994277954;1.02999997138977;3.0099999904632497;0;15;149;1276;1554
1624580081.0;"2016-04-18";10536;7.40999984741211;2.15000009536743;5.239999890327452;0;17;209;1214;1604
1624580081.0;"2016-04-19";2916;1.89999997615814;0.0;1.89999997615814;0;0;141;1299;1435
1624580081.0;"2016-04-20";4974;3.23000001907349;0.0;3.23000001907349;0;0;151;1289;1446
1624580081.0;"2016-04-21";6349;4.13000011444092;0.0;4.1100001335144;0;0;186;1254;1467
1624580081.0;"2016-04-22";4026;2.61999988555908;0.0;2.59999990463257;0;0;199;1241;1470
1624580081.0;"2016-04-23";8538;5.55000019073486;0.0;5.53999996185303;0;0;227;1213;1562
1624580081.0;"2016-04-24";6076;3.95000004768372;1.14999997615814;2.800000011920934;0;16;203;1221;1617
1624580081.0;"2016-04-25";6497;4.21999979019165;0.0;4.19999980926514;0;0;202;1238;1492
1624580081.0;"2016-04-26";2826;1.8400000333786;0.0;1.83000004291534;0;0;140;1300;1402
1624580081.0;"2016-04-27";8367;5.44000005722046;1.11000001430511;4.33000004291534;0;17;190;1233;1670
1624580081.0;"2016-04-28";2759;1.78999996185303;0.0;1.800000026822092;0;0;120;1320;1401
1624580081.0;"2016-04-29";2390;1.54999995231628;0.0;1.54999995231628;0;0;150;1290;1404
1624580081.0;"2016-04-30";6474;4.30000019073486;0.899999976158142;3.39999985694885;0;11;247;1182;1655
1624580081.0;"2016-05-01";36019;28.0300006866455;21.9200000762939;6.10000002384186;0;186;234;1020;2690
1624580081.0;"2016-05-02";7155;4.92999982833862;0.860000014305115;4.060000002384186;0;7;172;1261;1497
1624580081.0;"2016-05-03";2100;1.37000000476837;0.0;1.3400000333786;0;0;96;1344;1334
1624580081.0;"2016-05-04";2193;1.42999994754791;0.0;1.41999995708466;0;0;118;1322;1368
1624580081.0;"2016-05-05";2470;1.61000001430511;0.0;1.58000004291534;0;0;117;1323;1370
1624580081.0;"2016-05-06";1727;1.12000000476837;0.0;1.12000000476837;0;0;102;1338;1341
1624580081.0;"2016-05-07";2104;1.37000000476837;0.0;1.37000000476837;0;0;182;1258;1474
1624580081.0;"2016-05-08";3427;2.23000001907349;0.0;2.22000002861023;0;0;152;1288;1427
1624580081.0;"2016-05-09";1732;1.12999999523163;0.0;1.12999999523163;0;0;91;1349;1328
1624580081.0;"2016-05-10";2969;1.92999994754791;0.0;1.91999995708466;0;0;139;1301;1393
1624580081.0;"2016-05-11";3134;2.03999996185303;0.0;2.03999996185303;0;0;112;1328;1359
1624580081.0;"2016-05-12";2971;1.92999994754791;0.0;1.91999995708466;0;0;107;890;1002
1644430081.0;"2016-04-12";10694;7.76999998092651;0.140000000596046;7.62999987602233;0;2;307;1131;3199
1644430081.0;"2016-04-13";8001;5.82000017166138;2.27999997138977;3.540000081062312;0;30;151;1259;2902
1644430081.0;"2016-04-14";11037;8.02000045776367;0.360000014305115;7.65999984741211;0;5;310;1125;3226
1644430081.0;"2016-04-15";5263;3.82999992370605;0.219999998807907;3.600000053644184;0;3;174;1263;2750
1644430081.0;"2016-04-16";15300;11.1199998855591;4.09999990463257;6.97000014781952;0;51;254;1135;3493
1644430081.0;"2016-04-17";8757;6.36999988555908;2.25;4.119999945163723;0;29;199;1212;3011
1644430081.0;"2016-04-18";7132;5.19000005722046;1.07000005245209;4.12000000476838;0;15;154;1271;2806
1644430081.0;"2016-04-19";11256;8.18000030517578;0.360000014305115;7.83000016212463;0;5;336;1099;3300
1644430081.0;"2016-04-20";2436;1.76999998092651;0.0;1.75999999046326;0;0;125;1315;2430
1644430081.0;"2016-04-21";1223;0.889999985694885;0.0;0.879999995231628;0;0;38;1402;2140
1644430081.0;"2016-04-22";3673;2.67000007629395;0.0;2.66000008583069;0;0;86;1354;2344
1644430081.0;"2016-04-23";6637;4.82999992370605;0.0;4.8299999833106995;0;0;175;1265;2677
1644430081.0;"2016-04-24";3321;2.41000008583069;0.0;2.41000008583069;0;0;89;1351;2413
1644430081.0;"2016-04-25";3580;2.59999990463257;0.589999973773956;2.0100000463426158;0;8;95;1337;2497
1644430081.0;"2016-04-26";9919;7.21000003814697;0.800000011920929;6.41000008583069;0;11;264;1165;3123
1644430081.0;"2016-04-27";3032;2.20000004768372;0.0;2.20000004768372;0;0;118;1322;2489
1644430081.0;"2016-04-28";9405;6.84000015258789;0.200000002980232;6.629999876022341;0;3;280;1157;3108
1644430081.0;"2016-04-29";3176;2.30999994277954;0.0;2.30999994277954;0;0;120;1193;2498
1644430081.0;"2016-04-30";18213;13.2399997711182;0.629999995231628;12.60000014305114;0;9;473;816;3846
1644430081.0;"2016-05-01";6132;4.46000003814697;0.239999994635582;4.220000028610233;0;3;170;908;2696
1644430081.0;"2016-05-02";3758;2.73000001907349;0.0700000002980232;2.659999907016756;0;1;155;682;2580
1644430081.0;"2016-05-03";12850;9.34000015258789;0.720000028610229;8.63000011444092;0;10;315;1115;3324
1644430081.0;"2016-05-04";2309;1.67999994754791;0.0;1.6599999666214;0;0;52;1388;2222
1644430081.0;"2016-05-05";4363;3.19000005722046;0.519999980926514;2.6700001358985923;0;6;93;1341;2463
1644430081.0;"2016-05-06";9787;7.11999988555908;0.819999992847443;6.280000239610676;0;11;375;1054;3328
1644430081.0;"2016-05-07";13372;9.72000026702881;3.25999999046326;6.460000097751622;0;41;260;1139;3404
1644430081.0;"2016-05-08";6724;4.8899998664856;0.0;4.88000011444092;0;0;295;991;2987
1644430081.0;"2016-05-09";6643;4.82999992370605;2.39000010490417;2.439999908208846;0;32;309;1099;3008
1644430081.0;"2016-05-10";9167;6.65999984741211;0.879999995231628;5.779999792575836;0;12;174;1254;2799
1644430081.0;"2016-05-11";1329;0.970000028610229;0.0;0.949999988079071;0;0;49;713;1276
1844505072.0;"2016-04-12";6697;4.42999982833862;0.0;4.42999982833862;0;0;339;1101;2030
1844505072.0;"2016-04-13";4929;3.25999999046326;0.0;3.25999999046326;0;0;248;1192;1860
1844505072.0;"2016-04-14";7937;5.25;0.0;5.23000001907349;0;0;373;843;2130
1844505072.0;"2016-04-15";3844;2.53999996185303;0.0;2.53999996185303;0;0;176;527;1725
1844505072.0;"2016-04-16";3414;2.25999999046326;0.0;2.25999999046326;0;0;147;1293;1657
1844505072.0;"2016-04-17";4525;2.99000000953674;0.140000000596046;2.849999904632567;0;2;207;1231;1793
1844505072.0;"2016-04-18";4597;3.03999996185303;0.0;3.039999932050704;0;0;229;1211;1814
1844505072.0;"2016-04-19";197;0.129999995231628;0.0;0.129999995231628;0;0;10;1430;1366
1844505072.0;"2016-04-20";8;0.00999999977648258;0.0;0.00999999977648258;0;0;1;1439;1349
1844505072.0;"2016-04-21";8054;5.32000017166138;0.119999997317791;5.199999809265134;0;2;321;1117;2062
1844505072.0;"2016-04-22";5372;3.54999995231628;0.0;3.54999995231628;0;0;220;1220;1827
1844505072.0;"2016-04-23";3570;2.35999989509583;0.0;2.35999989509583;0;0;139;1301;1645
1844505072.0;"2016-04-24";0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072.0;"2016-04-25";0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072.0;"2016-04-26";0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072.0;"2016-04-27";4;0.0;0.0;0.0;0;0;1;1439;1348
1844505072.0;"2016-04-28";6907;4.57000017166138;0.0;4.55999994277954;0;0;302;1138;1992
1844505072.0;"2016-04-29";4920;3.25;0.0;3.25;0;0;247;1082;1856
1844505072.0;"2016-04-30";4014;2.67000007629395;0.0;2.65000009536743;0;0;184;218;1763
1844505072.0;"2016-05-01";2573;1.70000004768372;0.0;1.710000038146977;0;0;82;585;1541
1844505072.0;"2016-05-02";0;0.0;0.0;0.0;0;0;0;1440;1348
1844505072.0;"2016-05-03";4059;2.6800000667572;0.0;2.6800000667572;0;0;184;1256;1742
1844505072.0;"2016-05-04";2080;1.37000000476837;0.0;1.37000000476837;0;0;87;1353;1549
1844505072.0;"2016-05-05";2237;1.48000001907349;0.0;1.48000001907349;0;0;120;1320;1589
1844505072.0;"2016-05-06";44;0.0299999993294477;0.0;0.0299999993294477;0;0;2;1438;1351
1844505072.0;"2016-05-07";0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072.0;"2016-05-08";0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072.0;"2016-05-09";0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072.0;"2016-05-10";0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072.0;"2016-05-11";0;0.0;0.0;0.0;0;0;0;1440;1347
1844505072.0;"2016-05-12";0;0.0;0.0;0.0;0;0;0;711;665
1927972279.0;"2016-04-12";678;0.469999998807907;0.0;0.469999998807907;0;0;55;734;2220
1927972279.0;"2016-04-13";356;0.25;0.0;0.25;0;0;32;986;2151
1927972279.0;"2016-04-14";2163;1.5;0.0;1.500000029802324;0;0;97;1292;2383
1927972279.0;"2016-04-15";980;0.680000007152557;0.0;0.680000007152557;0;0;51;941;2221
1927972279.0;"2016-04-16";0;0.0;0.0;0.0;0;0;0;1440;2064
1927972279.0;"2016-04-17";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-04-18";244;0.170000001788139;0.0;0.170000001788139;0;0;17;1423;2111
1927972279.0;"2016-04-19";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-04-20";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-04-21";0;0.0;0.0;0.0;0;0;0;1440;2064
1927972279.0;"2016-04-22";149;0.100000001490116;0.0;0.100000001490116;0;0;10;1430;2093
1927972279.0;"2016-04-23";2945;2.03999996185303;0.0;2.03999996185303;0;0;145;1295;2499
1927972279.0;"2016-04-24";2090;1.45000004768372;0.0700000002980232;1.3799999803304719;0;1;81;1358;2324
1927972279.0;"2016-04-25";152;0.109999999403954;0.0;0.109999999403954;0;0;12;1303;2100
1927972279.0;"2016-04-26";3761;2.59999990463257;0.0;2.59999990463257;0;0;192;1058;2638
1927972279.0;"2016-04-27";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-04-28";1675;1.1599999666214;0.0;1.1599999666214;0;0;95;1167;2351
1927972279.0;"2016-04-29";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-04-30";0;0.0;0.0;0.0;0;0;0;1440;2064
1927972279.0;"2016-05-01";2704;1.87000000476837;1.00999999046326;0.8599999826401468;0;14;71;1355;2411
1927972279.0;"2016-05-02";3790;2.61999988555908;1.1599999666214;1.459999978542329;0;16;102;1322;2505
1927972279.0;"2016-05-03";1326;0.920000016689301;0.730000019073486;0.180000007152557;0;10;17;1413;2195
1927972279.0;"2016-05-04";1786;1.24000000953674;0.0;1.24000000953674;0;0;87;1353;2338
1927972279.0;"2016-05-05";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-05-06";2091;1.45000004768372;0.0;1.45000004768372;0;0;108;1332;2383
1927972279.0;"2016-05-07";1510;1.03999996185303;0.0;1.03999996185303;0;0;48;1392;2229
1927972279.0;"2016-05-08";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-05-09";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-05-10";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-05-11";0;0.0;0.0;0.0;0;0;0;1440;2063
1927972279.0;"2016-05-12";0;0.0;0.0;0.0;0;0;0;966;1383
2022484408.0;"2016-04-12";11875;8.34000015258789;3.30999994277954;5.030000209808354;0;42;241;1157;2390
2022484408.0;"2016-04-13";12024;8.5;2.99000000953674;5.509999848902226;0;43;297;1100;2601
2022484408.0;"2016-04-14";10690;7.5;2.48000001907349;5.030000165104869;0;32;260;1148;2312
2022484408.0;"2016-04-15";11034;8.02999973297119;1.94000005722046;6.090000212192535;0;27;291;1122;2525
2022484408.0;"2016-04-16";10100;7.09000015258789;3.15000009536743;3.940000116825099;0;41;162;1237;2177
2022484408.0;"2016-04-17";15112;11.3999996185303;3.86999988555908;7.5400001406669634;0;28;360;1052;2782
2022484408.0;"2016-04-18";14131;10.0699996948242;3.64000010490417;6.420000188052651;0;48;314;1078;2770
2022484408.0;"2016-04-19";11548;8.52999973297119;3.28999996185303;5.239999994635582;0;31;257;1152;2489
2022484408.0;"2016-04-20";15112;10.6700000762939;3.33999991416931;7.33000004291534;0;48;339;1053;2897
2022484408.0;"2016-04-21";12453;8.73999977111816;3.32999992370605;5.41999995708465;0;104;308;1028;3158
2022484408.0;"2016-04-22";12954;9.32999992370605;4.42999982833862;4.8899997770786285;0;52;283;1105;2638
2022484408.0;"2016-04-23";6001;4.21000003814697;0.0;4.21000003814697;0;0;249;1191;2069
2022484408.0;"2016-04-24";13481;10.2799997329712;4.55000019073486;5.729999899864191;0;37;242;1161;2529
2022484408.0;"2016-04-25";11369;8.01000022888184;3.32999992370605;4.680000036954877;0;44;225;1171;2470
2022484408.0;"2016-04-26";10119;7.19000005722046;1.42999994754791;5.770000159740444;0;55;299;1086;2793
2022484408.0;"2016-04-27";10159;7.13000011444092;1.03999996185303;6.08999991416931;0;19;302;1119;2463
2022484408.0;"2016-04-28";10140;7.11999988555908;0.409999996423721;6.71999990940094;0;6;311;1123;2296
2022484408.0;"2016-04-29";10245;7.19000005722046;0.479999989271164;6.71000003814697;0;21;321;1098;2611
2022484408.0;"2016-04-30";18387;12.9099998474121;0.939999997615814;11.96999967098234;0;13;384;1043;2732
2022484408.0;"2016-05-01";10538;7.40000009536743;1.94000005722046;5.459999978542328;0;25;273;1142;2380
2022484408.0;"2016-05-02";10379;7.28999996185303;2.60999989509583;4.669999927282329;0;36;285;1119;2473
2022484408.0;"2016-05-03";12183;8.73999977111816;3.99000000953674;4.740000218153;0;72;264;1104;2752
2022484408.0;"2016-05-04";11768;8.28999996185303;2.50999999046326;5.7799999117851275;0;36;299;1105;2649
2022484408.0;"2016-05-05";11895;8.35000038146973;2.78999996185303;5.559999823570255;0;55;273;1112;2609
2022484408.0;"2016-05-06";10227;7.17999982833862;1.87000000476837;5.309999883174902;0;24;312;1104;2498
2022484408.0;"2016-05-07";6708;4.71000003814697;1.61000001430511;3.0999999791383708;0;20;151;1269;1995
2022484408.0;"2016-05-08";3292;2.30999994277954;0.0;2.30999994277954;0;0;135;1305;1848
2022484408.0;"2016-05-09";13379;9.39000034332275;2.11999988555908;7.26999986171723;0;35;344;1061;2709
2022484408.0;"2016-05-10";12798;8.97999954223633;2.22000002861023;6.76999998092651;0;57;299;1084;2797
2022484408.0;"2016-05-11";13272;9.31999969482422;4.17999982833862;5.13999998569488;0;58;249;1133;2544
2022484408.0;"2016-05-12";9117;6.40999984741211;1.27999997138977;5.110000073909761;0;16;252;728;1853
2026352035.0;"2016-04-12";4414;2.74000000953674;0.189999997615814;2.550000041723256;0;3;189;706;1459
2026352035.0;"2016-04-13";4993;3.09999990463257;0.0;3.09999990463257;0;0;238;663;1521
2026352035.0;"2016-04-14";3335;2.0699999332428;0.0;2.04999995231628;0;0;197;653;1431
2026352035.0;"2016-04-15";3821;2.36999988555908;0.0;2.36999988555908;0;0;188;687;1444
2026352035.0;"2016-04-16";2547;1.58000004291534;0.0;1.58000004291534;0;0;150;728;1373
2026352035.0;"2016-04-17";838;0.519999980926514;0.0;0.519999980926514;0;0;60;1053;1214
2026352035.0;"2016-04-18";3325;2.05999994277954;0.0;2.05999994277954;0;0;182;1062;1419
2026352035.0;"2016-04-19";2424;1.5;0.0;1.5;0;0;141;785;1356
2026352035.0;"2016-04-20";7222;4.48000001907349;0.0;4.48000001907349;0;0;327;623;1667
2026352035.0;"2016-04-21";2467;1.52999997138977;0.0;1.52999997138977;0;0;153;749;1370
2026352035.0;"2016-04-22";2915;1.80999994277954;0.0;1.80999994277954;0;0;162;712;1399
2026352035.0;"2016-04-23";12357;7.71000003814697;0.0;7.71000003814697;0;0;432;458;1916
2026352035.0;"2016-04-24";3490;2.16000008583069;0.0;2.16000008583069;0;0;164;704;1401
2026352035.0;"2016-04-25";6017;3.73000001907349;0.0;3.73000001907349;0;0;260;821;1576
2026352035.0;"2016-04-26";5933;3.6800000667572;0.0;3.6800000667572;0;0;288;1018;1595
2026352035.0;"2016-04-27";6088;3.76999998092651;0.0;3.76999998092651;0;0;286;586;1593
2026352035.0;"2016-04-28";6375;3.95000004768372;0.0;3.95000004768372;0;0;331;626;1649
2026352035.0;"2016-04-29";7604;4.71000003814697;0.0;4.71000003814697;0;0;352;492;1692
2026352035.0;"2016-04-30";4729;2.9300000667572;0.0;2.9300000667572;0;0;233;594;1506
2026352035.0;"2016-05-01";3609;2.27999997138977;0.0;2.27999997138977;0;0;191;716;1447
2026352035.0;"2016-05-02";7018;4.34999990463257;0.0;4.34999990463257;0;0;355;716;1690
2026352035.0;"2016-05-03";5992;3.72000002861023;0.0;3.72000002861023;0;0;304;981;1604
2026352035.0;"2016-05-04";6564;4.07000017166138;0.0;4.07000017166138;0;0;345;530;1658
2026352035.0;"2016-05-05";12167;7.53999996185303;0.0;7.53999996185303;0;0;475;479;1926
2026352035.0;"2016-05-06";8198;5.07999992370605;0.0;5.07999992370605;0;0;383;511;1736
2026352035.0;"2016-05-07";4193;2.59999990463257;0.0;2.59999990463257;0;0;229;665;1491
2026352035.0;"2016-05-08";5528;3.45000004768372;0.0;3.45000004768372;0;0;258;610;1555
2026352035.0;"2016-05-09";10685;6.61999988555908;0.0;6.59999990463257;0;0;401;543;1869
2026352035.0;"2016-05-10";254;0.159999996423721;0.0;0.159999996423721;0;0;17;1002;1141
2026352035.0;"2016-05-11";8580;5.32000017166138;0.0;5.32000017166138;0;0;330;569;1698
2026352035.0;"2016-05-12";8891;5.51000022888184;0.0;5.51000022888184;0;0;343;330;1364
2320127002.0;"2016-04-12";10725;7.48999977111816;1.16999995708466;6.320000231266026;0;13;315;1112;2124
2320127002.0;"2016-04-13";7275;4.90000009536743;0.0;4.90000009536743;0;0;335;1105;2003
2320127002.0;"2016-04-14";3973;2.6800000667572;0.0;2.6800000667572;0;0;191;1249;1696
2320127002.0;"2016-04-15";5205;3.50999999046326;0.0;3.50999999046326;0;0;245;1195;1801
2320127002.0;"2016-04-16";5057;3.41000008583069;0.0;3.40000009536743;0;0;195;1245;1724
2320127002.0;"2016-04-17";6198;4.17999982833862;0.0;4.17999982833862;0;0;249;1191;1852
2320127002.0;"2016-04-18";6559;4.42000007629395;0.0;4.399999856948857;0;0;267;1173;1905
2320127002.0;"2016-04-19";5997;4.03999996185303;0.0;4.040000081062318;0;0;239;1201;1811
2320127002.0;"2016-04-20";7192;4.84999990463257;0.0;4.830000162124633;0;0;294;1146;1922
2320127002.0;"2016-04-21";3404;2.28999996185303;0.0599999986588955;2.229999929666518;0;1;137;1302;1610
2320127002.0;"2016-04-22";5583;3.75999999046326;0.0;3.75999999046326;0;0;266;1174;1851
2320127002.0;"2016-04-23";5079;3.42000007629395;0.0;3.42000007629395;0;0;242;1129;1804
2320127002.0;"2016-04-24";4165;2.80999994277954;0.0;2.79999995231628;0;0;204;1236;1725
2320127002.0;"2016-04-25";3588;2.42000007629395;0.230000004172325;2.190000012516972;0;3;157;1280;1654
2320127002.0;"2016-04-26";3409;2.29999995231628;0.0;2.29999995231628;0;0;147;1293;1632
2320127002.0;"2016-04-27";1715;1.1599999666214;0.0;1.1599999666214;0;0;82;1358;1481
2320127002.0;"2016-04-28";1532;1.02999997138977;0.0;1.02999997138977;0;0;76;1364;1473
2320127002.0;"2016-04-29";924;0.620000004768372;0.0;0.620000004768372;0;0;45;1395;1410
2320127002.0;"2016-04-30";4571;3.07999992370605;0.0;3.0699999332428;0;0;234;1206;1779
2320127002.0;"2016-05-01";772;0.519999980926514;0.0;0.519999980926514;0;0;40;1400;1403
2320127002.0;"2016-05-02";3634;2.45000004768372;0.360000014305115;2.089999988675119;0;5;129;1306;1613
2320127002.0;"2016-05-03";7443;5.01999998092651;1.49000000953674;3.530000090599062;0;20;216;1204;1878
2320127002.0;"2016-05-04";1201;0.810000002384186;0.0;0.810000002384186;0;0;52;1388;1426
2320127002.0;"2016-05-05";5202;3.50999999046326;0.0;3.499999880790715;0;0;234;1206;1780
2320127002.0;"2016-05-06";4878;3.28999996185303;0.0;3.28999996185303;0;0;204;1236;1742
2320127002.0;"2016-05-07";7379;4.96999979019165;0.0;4.96999979019165;0;0;319;1121;1972
2320127002.0;"2016-05-08";5161;3.48000001907349;0.0;3.47000002861023;0;0;247;1193;1821
2320127002.0;"2016-05-09";3090;2.07999992370605;0.0;2.07999992370605;0;0;145;1295;1630
2320127002.0;"2016-05-10";6227;4.19999980926514;0.0;4.19999980926514;0;0;290;1150;1899
2320127002.0;"2016-05-11";6424;4.32999992370605;0.0;4.32999992370605;0;0;300;1140;1903
2320127002.0;"2016-05-12";2661;1.78999996185303;0.0;1.78999996185303;0;0;128;830;1125
2347167796.0;"2016-04-12";10113;6.82999992370605;2.0;4.819999814033512;0;28;333;964;2344
2347167796.0;"2016-04-13";10352;7.01000022888184;1.6599999666214;5.35000014305115;0;19;227;676;2038
2347167796.0;"2016-04-14";10129;6.69999980926514;0.0199999995529652;6.6800000667572;0;1;254;705;2010
2347167796.0;"2016-04-15";10465;6.92000007629395;0.0700000002980232;6.849999785423281;0;1;308;720;2133
2347167796.0;"2016-04-16";22244;15.0799999237061;5.44999980926514;9.63000011444092;0;66;340;968;2670
2347167796.0;"2016-04-17";5472;3.61999988555908;0.0799999982118607;3.539999991655353;0;1;256;508;1882
2347167796.0;"2016-04-18";8247;5.44999980926514;0.790000021457672;4.649999976158145;0;11;222;678;1944
2347167796.0;"2016-04-19";6711;4.44000005722046;0.0;4.44000005722046;0;0;389;648;2346
2347167796.0;"2016-04-20";10999;7.26999998092651;0.680000007152557;6.59000015258789;0;11;312;1011;2198
2347167796.0;"2016-04-21";10080;6.75;1.85000002384186;4.91000008583069;0;23;234;761;2048
2347167796.0;"2016-04-22";7804;5.15999984741211;0.560000002384186;4.60000002384186;0;9;233;781;1946
2347167796.0;"2016-04-23";16901;11.3699998855591;2.77999997138977;8.60000014305115;0;32;395;591;2629
2347167796.0;"2016-04-24";9471;6.26000022888184;0.0;6.26000022888184;0;0;360;584;2187
2347167796.0;"2016-04-25";9482;6.38000011444092;1.26999998092651;5.119999885559084;0;15;288;653;2095
2347167796.0;"2016-04-26";5980;3.95000004768372;0.0;3.95000004768372;0;0;227;732;1861
2347167796.0;"2016-04-27";11423;7.57999992370605;1.86000001430511;5.720000177621843;0;26;304;623;2194
2347167796.0;"2016-04-28";5439;3.59999990463257;0.0;3.59999990463257;0;0;229;764;1854
2347167796.0;"2016-04-29";42;0.0299999993294477;0.0;0.0299999993294477;0;0;4;2;403
2873212765.0;"2016-04-12";8796;5.90999984741211;0.109999999403954;5.810000121593477;0;2;377;1061;1982
2873212765.0;"2016-04-13";7618;5.11999988555908;0.0;5.100000113248827;0;0;412;1028;2004
2873212765.0;"2016-04-14";7910;5.32000017166138;0.0;5.32000017166138;0;0;331;1109;1893
2873212765.0;"2016-04-15";8482;5.69999980926514;0.0;5.69000005722046;0;0;448;992;2063
2873212765.0;"2016-04-16";9685;6.65000009536743;3.10999989509583;3.529999990016225;0;47;306;1087;2148
2873212765.0;"2016-04-17";2524;1.70000004768372;0.0;1.690000027418136;0;0;168;1272;1529
2873212765.0;"2016-04-18";7762;5.23999977111816;0.0700000002980232;5.169999867677693;0;1;317;1122;1890
2873212765.0;"2016-04-19";7948;5.36999988555908;0.0;5.3600001335144;0;0;389;1051;1956
2873212765.0;"2016-04-20";9202;6.30000019073486;1.50999999046326;4.779999844729901;0;22;383;1035;2094
